State,County,Composite Score,heater_z Slope,cooler_z Slope,precip_z Slope,temp_a_z Slope,temp_max_z Slope,temp_min_z Slope
Georgia,Appling,51.96,-0.0000232788,0.0000125621,-0.0000118714,0.0000094099,0.0000063061,0.0000148830
Georgia,Atkinson,74.24,-0.0000247447,0.0000221760,-0.0000118977,0.0000171218,0.0000176873,0.0000155855
Georgia,Bacon,52.44,-0.0000217239,0.0000118444,-0.0000114855,0.0000086351,0.0000066079,0.0000125446
Georgia,Baker,51.35,-0.0000238631,0.0000148799,-0.0000005037,0.0000120094,0.0000207966,0.0000018600
Georgia,Baldwin,34.02,-0.0000147772,0.0000143451,0.0000001706,0.0000123585,0.0000380589,-0.0000190396
Georgia,Banks,27.61,-0.0000046610,-0.0000087360,0.0000079747,-0.0000009263,0.0000198051,-0.0000255567
Georgia,Barrow,24.62,-0.0000032370,-0.0000111865,0.0000059485,-0.0000047522,0.0000220524,-0.0000356344
Georgia,Bartow,49.89,-0.0000248479,0.0000161929,0.0000127006,0.0000202201,0.0000383457,-0.0000057397
Georgia,Ben Hill,62.76,-0.0000254270,0.0000188856,-0.0000070137,0.0000160972,0.0000143396,0.0000185288
Georgia,Berrien,78.85,-0.0000270504,0.0000280483,-0.0000100583,0.0000221838,0.0000246438,0.0000178704
Georgia,Bibb,32.23,-0.0000155626,0.0000093625,-0.0000001212,0.0000084780,0.0000300990,-0.0000179508
Georgia,Bleckley,59.65,-0.0000234073,0.0000183801,0.0000024518,0.0000161744,0.0000257132,0.0000041615
Georgia,Brantley,49.57,-0.0000228096,0.0000125951,-0.0000078366,0.0000106182,0.0000005777,0.0000224587
Georgia,Brooks,61.74,-0.0000200736,0.0000162982,-0.0000027417,0.0000112181,0.0000192902,0.0000020030
Georgia,Bryan,69.35,-0.0000294546,0.0000229064,-0.0000166678,0.0000194973,0.0000107034,0.0000285345
Georgia,Bulloch,61.69,-0.0000251965,0.0000149774,-0.0000110465,0.0000148370,0.0000220468,0.0000053108
Georgia,Burke,39.92,-0.0000150734,0.0000023311,-0.0000085307,0.0000070714,0.0000194127,-0.0000081167
Georgia,Butts,23.53,-0.0000126907,0.0000033388,0.0000014955,0.0000040447,0.0000272908,-0.0000227672
